编号	课程名称	开课单位	专业方向	学分	已选人数	余量	授课老师	上课周次	上课时间	上课地点	课程属性	课程性质
1511	建筑设计初步(I)	建筑学教研室		3.5	0	50	"王芳, 周乐"	"7-18,7-18"	"?201020304,201020304"	"教六楼二区106,教六楼二区106"	必修	学科基础平台课程
1512	思想道德修养与法律基础	思想道德与法律系		3	2	132	吴少利	"7-16,7-16"	"?70910,40910"	"教一楼一区101,教一楼一区103"	必修	通识教育平台课程
1513	思想道德修养与法律基础	思想道德与法律系		3	0	100	陈喜林	"7-16,7-16"	"?10506,40506"	"教一楼一区404,教一楼三区105"	必修	通识教育平台课程
1514	思想道德修养与法律基础	思想道德与法律系		3	0	134	王云丽	"7-16,7-16"	"?20506,50102"	"教一楼一区402,教一楼一区202"	必修	通识教育平台课程
1515	思想道德修养与法律基础	思想道德与法律系		2	0	117	李大鹏	"7-14,7-14"	"?20708,50708"	"汽车楼210,汽车楼210"	必修	通识教育平台课程
1516	思想道德修养与法律基础	思想道德与法律系		3	0	100	陈喜林	"7-16,7-16"	"?30506,10708"	"教一楼一区304,教一楼一区404"	必修	通识教育平台课程
1517	思想道德修养与法律基础	思想道德与法律系		2	0	134	肖坤	"7-14,7-14"	"?20304,40304"	"教一楼三区109,教一楼三区208"	必修	通识教育平台课程
1518	电工技术	电工电子基础课部		2	100	43	王冬梅	1月12日	?50506	教二楼一区101	必修	学科基础平台课程
1519	思想道德修养与法律基础	思想道德与法律系		3	0	134	张晶	"7-16,7-16"	"?20304,30708"	"教一楼三区506,教一楼三区208"	必修	通识教育平台课程
1520	社会学	行政管理教研室		3	32	58	丁宇	"9-18,7-8,7-18"	"?50304,50506,30102"	"教四楼一区105,教四楼一区105,教四楼一区105"	必修	学科基础平台课程
1521	财政与税收	文法与经济学院		3	33	107	程红丹	"7-18,7-18"	"?40102,20102"	"教三楼107（黄家湖）,教三楼107（黄家湖）"	必修	学科基础平台课程
1522	中国近现代史纲要	政治学教研室		2	0	68	王晓艳	"7-14,7-14"	"?40304,10708"	"管理楼101,管理楼104"	必修	通识教育平台课程
1523	思想道德修养与法律基础	思想道德与法律系		3	0	100	陈喜林	"7-16,7-16"	"?50506,40708"	"教一楼三区106,教一楼三区105"	必修	通识教育平台课程
1524	中国近现代史纲要	中国近现代史系		2	0	58	王常文	"7-14,7-14"	"?20102,40102"	"汽车楼207,管理楼104"	必修	通识教育平台课程
1525	中国近现代史纲要	中国近现代史系		2	0	50	万青	"7-14,7-14"	"?40708,20708"	"管理楼110,管理楼110"	必修	通识教育平台课程
1526	中国近现代史纲要	政治学教研室		2	0	68	王常文	"7-14,7-14"	"?20506,40304"	"管理楼104,管理楼104"	必修	通识教育平台课程
1527	中国近现代史纲要	中国近现代史系		2	0	58	王玉婷	"7-14,7-14"	"?20506,50506"	"汽车楼206,汽车楼207"	必修	通识教育平台课程
1528	中国近现代史纲要	中国近现代史系		2	1	49	李曼	"7-14,7-14"	"?10708,30708"	"汽车楼201,管理楼111"	必修	通识教育平台课程
1529	中国近现代史纲要	中国近现代史系		2	0	58	万青	"7-14,7-14"	"?20506,40506"	"管理楼102,管理楼112"	必修	通识教育平台课程
1530	C语言程序设计	计算机科学教研室		3.5	2	115	罗景	"7-18,7-18,15-18"	"?10102,30102,20304"	"汽车楼211,汽车楼211,汽车楼208"	必修	学科基础平台课程
1531	计算力学	力学教研室		2.5	47	37	李欣宇	"1-10,1-10"	"?20304,40304"	"教一楼一区406,教一楼一区406"	选修	专业方向课程2
1532	高层建筑结构设计	结构教研室	土木工程方向1	2	74	16	孙艳	"1-8,8,1-7"	"?10304,30506,30708"	"教三楼308（黄家湖）,教三楼211（黄家湖）,教三楼309（黄家湖）"	选修	专业任选课程
1533	结构试验	结构教研室		2	74	16	杨曌	"10-13,10-13,10-13"	"?20708,30506,10304"	"教三楼109（黄家湖）,教三楼211（黄家湖）,教三楼109（黄家湖）"	选修	专业方向课程1
1534	数学分析软件的使用	理学院		2	52	82	杨琳	1月13日	?50506	教一楼一区201	选修	学科基础平台课程
1535	计算机程序设计基础(C)	计算机科学教研室		4	33	57	吴志祥	"2-18,16-18"	"?10304,50708"	"教三楼411(黄家湖）,教三楼408（黄家湖）"	选修	学科基础平台课程
1536	MATLAB语言	信息科学与工程学院		1.5	85	-1	刘晓玉	"5-7,5-8"	"?30102,10102"	"教一楼三区101,教一楼三区101"	选修	专业任选课程
1537	居住建筑设计原理	建筑学教研室		1.5	30	60	周百灵	"11,12,7-12,7,8,9,10"	"?10708,50102,30102"	"教三楼109（黄家湖）,教三楼210（黄家湖）,教三楼109（黄家湖）"	选修	专业任选课程
1538	人力资源管理	组织与人力资源系		3	33	19	郭朝晖	"1-12,1-12"	"?20102,40102"	"教一楼二区203,教一楼二区203"	选修	学科基础平台课程
1539	电工技术	电工电子基础课部		2	112	22	胡月华	"1-8,11-12,11-12"	"?20708,40708"	"教一楼一区103,教一楼一区103"	选修	学科基础平台课程
1540	货币银行学	文法与经济学院		2.5	92	61	王雪雅	"1-10,1-10"	"?20506,50708"	"教四楼一区101,教四楼一区101"	选修	专业任选课程
1541	药物经济学概论	药理学教研室		1.5	29	55	闵真立	"8-13,8-13"	"?10506,40102"	"教一楼一区309,教一楼一区309"	选修	专业方向课程1
1542	数据库技术及应用	计算机科学教研室		3	87	3	廖建平	2月13日	?20708	教三楼410（黄家湖）	选修	学科基础平台课程
1543	数据库技术及应用	计算机科学与技术学院		3	53	37	张志辉	2月13日	?20304	教三楼408（黄家湖）	选修	学科基础平台课程
1544	暖通空调工程设计方法与系统分析	城市建设学院		1	69	21	刘秋新	"10-13,10-13"	"?30304,10304"	"教三楼211（黄家湖）,教三楼211（黄家湖）"	选修	专业任选课程
1545	生物化学	生物化学教研室		5.5	29	55	"王震宇,张同存,陈勇"	"7-16,7-16,7-16,7-16,7-16,7-16,7-16,7-16,7-16"	"?40304,30708,20304,40304,30708,20304,40304,30708,20304"	"教一楼一区309,教一楼一区309,教一楼一区309,教一楼一区309,教一楼一区309,教一楼一区309,教一楼一区309,教一楼一区309,教一楼一区309"	必修	学科基础平台课程
1546	电工技术	电工电子基础课部		2	79	64	王冬梅	1月12日	?50708	教二楼一区101	必修	学科基础平台课程
1547	线性代数	理学院		2	88	46	陈少白	"4-11,4-11"	"?10102,30102"	"教一楼一区203,教一楼一区303"	必修	学科基础平台课程
1548	机械制造基础	机械设计及制造教研室		2	82	2	赵刚	"1-8,1-8"	"?30102,50506"	"教三楼206（黄家湖）,教一楼一区308"	必修	专业核心课程
1549	线性代数	理学院		2	128	12	张艳红	"1-8,1-8"	"?10102,50304"	"教一楼一区204,教一楼一区304"	必修	学科基础平台课程
1550	宏观经济学	文法与经济学院		3	133	20	刘文波	"1-12,1-12"	"?40506,50102"	"教四楼一区101,教四楼一区101"	必修	学科基础平台课程
1551	护理伦理学	临床护理教研室		1.5	62	72	"余桂林,王晓南"	"11-16,11-16,11-16,11-16"	"?30506,40102,30506,40102"	"教一楼三区307,教一楼三区307,教一楼三区307,教一楼三区307"	必修	专业核心课程
1552	离散数学	计算机科学与技术学院		4	129	11	张铭晖	"1-16,1-16"	"?10102,40708"	"教三楼407（黄家湖）,教三楼406（黄家湖）"	必修	学科基础平台课程
1553	建筑材料	城市建设学院		2	59	31	唐红	"12-17,12-17,12-15"	"?20102,40102,50304"	"教三楼208（黄家湖）,教三楼208（黄家湖）,教三楼210（黄家湖）"	必修	学科基础平台课程
1554	线性代数	信息与计算科学系		2	102	32	张婷	"1-8,1-8"	"?20304,10304"	"教一楼一区303,教一楼一区303"	必修	学科基础平台课程
1555	线性代数	理学院		2	106	28	邹青洋	"1-8,1-8"	"?50304,10102"	"教一楼一区302,教一楼一区302"	必修	学科基础平台课程
1556	大学物理A(二)	理学院		3	108	26	李钰	"2-13,2-13"	"?30506,50304"	"教一楼一区302,教一楼一区303"	必修	学科基础平台课程
1557	程序设计基础(一)	信息与计算科学系		4	76	8	曾国伟	"1-11,1-11"	"?30506,50102"	"教一楼一区108,教一楼一区109"	必修	专业核心课程
1558	生物化学与分子生物学	生物化学教研室		7	96	24	"陈勇,何丽娅,吴勉云,张同存,赵雪花"	"1-5,7-17,1-5,7-17,1-5,7-9,1-5,7-17,1-5,7-17,1-5,7-9,1-5,7-17,1-5,7-17,1-5,7-9,1-5,7-17,1-5,7-17,1-5,7-9,1-5,7-17,1-5,7-17,1-5,7-9"	"?10102,30102,50304,10102,30102,50304,10102,30102,50304,10102,30102,50304,10102,30102,50304"	"教一楼一区104,教一楼一区104,教一楼一区104,教一楼一区104,教一楼一区104,教一楼一区104,教一楼一区104,教一楼一区104,教一楼一区104,教一楼一区104,教一楼一区104,教一楼一区104,教一楼一区104,教一楼一区104,教一楼一区104"	必修	学科基础平台课程
1559	模拟电子技术	电子信息工程系		3.5	77	7	张涛	"5-18,5-18"	"?30102,10102"	"教一楼一区401,教一楼一区405"	必修	学科基础平台课程
1560	电路分析基础（二）	电工电子基础课部		2.5	77	66	曹阳	"1-14,2,4,6,8,10,12"	"?50506,30304"	"教二楼二区301,教二楼一区101"	必修	学科基础平台课程
1561	概率论与数理统计	信息与计算科学系		3	110	24	张青	"7-18,7-18"	"?20506,40506"	"教一楼一区203,教一楼一区101"	必修	学科基础平台课程
1562	大学物理B(二)	理学院		1.5	128	2	侯阳来	"1-6,1-6"	"?10506,30506"	"教一楼一区101,教一楼一区202"	必修	学科基础平台课程
1563	JAVA编程技术	计算机科学与技术学院		3	125	15	刘宇	"1-9,1-8"	"?10708,30708"	"教三楼105（黄家湖）,教三楼105（黄家湖）"	必修	专业核心课程
1564	离散数学	计算机科学与技术学院		4	37	13	黄莉	"1-16,1-16"	"?30304,10304"	"教一楼二区104,教三楼111（黄家湖）"	必修	学科基础平台课程
1565	细菌学检验	微生物学教研室		3	56	28	"邓海英,熊平源"	"10-17,10-17,10-17,10-17"	"?50102,10102,50102,10102"	"教一楼一区107,教一楼一区107,教一楼一区107,教一楼一区107"	必修	专业核心课程
1566	电路理论(二）	电工电子基础课部		2	86	57	宋玉阶	"1-11,2,4,6,8,10"	"?40304,20506"	"教二楼一区101,教二楼二区101"	必修	学科基础平台课程
1567	大学物理B(二)	理学院		1.5	120	0	闵永泉	"1-6,1-6"	"?20102,40102"	"教一楼一区206,教一楼一区206"	必修	学科基础平台课程
1568	工程力学C	力学教研室		3	23	61	杨琳	"1-11,1-10"	"?10102,30102"	"教一楼一区207,教一楼一区207"	必修	学科基础平台课程
1569	财务管理学	财务会计系		3	69	65	黎精明	"4-15,4-15"	"?20708,30708"	"教一楼三区406,教三楼407（黄家湖）"	必修	专业核心课程
1570	色彩(一)	城市建设学院		3	29	21	秘云腾	"1-4,1-4,1-4"	"?301020304,505060708,101020304"	"教六楼三区106,教六楼三区106,教六楼三区106"	必修	学科基础平台课程
1571	刑事诉讼法	法学教研室		3	65	25	戴中祥	"1-12,1-12"	"?40506,20506"	"教四楼一区103,教四楼一区105"	必修	专业核心课程
1572	电工技术	电工电子基础课部		2	79	55	张军颖	1月12日	?50506	教一楼一区103	必修	学科基础平台课程
1573	英语写作(二)	外语系		2	35	15	周红霞	1月16日	?40708	教一楼二区404	必修	学科基础平台课程
1574	数据结构	软件工程教研室		4.5	48	42	李涛	"3-18,3-17"	"?10102,50304"	"教三楼311（黄家湖）,教三楼407（黄家湖）"	必修	专业核心课程
1575	JAVA编程技术	软件工程教研室		3	50	40	杨湘	"1-9,1-8"	"?20304,40102"	"教三楼111（黄家湖）,教三楼111（黄家湖）"	必修	专业核心课程
1576	数据库技术及应用	计算机科学教研室		3	74	16	田萍芳	2月13日	?30102	教三楼409（黄家湖）	必修	学科基础平台课程
1577	电工技术	电工电子基础课部		2	76	67	柳利军	1月12日	?10304	教二楼一区301	必修	学科基础平台课程
1578	线性代数	信息与计算科学系		2	69	15	龚谊承	"7-14,7-14"	"?30304,50304"	"教一楼三区401,教二楼二区201"	必修	学科基础平台课程
1579	水工程施工	给水排水教研室		2.5	77	13	季斌	"5-14,5-14"	"?40102,20102"	"教三楼310（黄家湖）,教三楼310（黄家湖）"	必修	专业核心课程
1580	材料物理性能	应用物理系		3	64	20	"许超,袁洁"	"11-18,11-18,11-18,11-18,11-18,11-18"	"?10708,30708,50708,10708,30708,50708"	"教一楼一区107,教一楼一区107,教一楼一区107,教一楼一区107,教一楼一区107,教一楼一区107"	必修	专业核心课程
1581	金工实习B	工程训练中心		1.5	246	54	王青武	1月12日	?601020304	工程训练中心一楼	必修	实践教学模块
1582	金工实习A	工程训练中心		2	134	166	杨永强	1月16日	?101020304	工程训练中心一楼	必修	实践教学模块
1583	液压与气压传动	交通工程系		2	82	2	汪建春	"4-7,4-8,4-8"	"?50304,20708,30506"	"教一楼一区207,教一楼一区406,教三楼305（黄家湖）"	必修	专业核心课程
1584	.NET架构	计算机科学与技术学院		3	119	21	柯鹏	"8-17,8-16"	"?40708,30102"	教三楼405（黄家湖）	选修	专业任选课程
1585	.NET架构	软件工程教研室		3	103	27	张智	"8-17,8-16"	"?30102,10102"	"教三楼405（黄家湖）,教三楼405（黄家湖）"	必修	专业核心课程
1586	基础口译	外语系		2	31	9	傅治强	1月16日	?40304	同声传译教室	必修	专业核心课程
1587	急危重症护理学	临床护理教研室		2	49	35	"陈小路,高翼"	"8-13,8-13,8-13,8-13"	"?10102,50102,10102,50102"	"教一楼三区502,教一楼三区502,教一楼三区502,教一楼三区502"	必修	专业核心课程
1588	卫生统计学	统计学与流行病学教研室		4	57	77	李小洲	"10-17,10-17,10-17"	"?50304,40304,20304"	"教一楼一区102,教一楼一区102,教一楼一区102"	必修	专业核心课程
1589	建筑设计（V）	建筑学教研室		4	35	15	周百灵	"11-17,11-17"	"?101020304,301020304"	"教六楼四区212,教六楼四区212"	必修	专业核心课程
1590	建筑设计（V）	建筑学教研室		3.5	33	17	"王沛,秦宗秀"	"12-18,12-18,12-18,12-18"	"?105060708,405060708,105060708,405060708"	"教六楼四区106,教六楼四区106,教六楼四区106,教六楼四区106"	必修	学科基础平台课程
1591	皮肤性病学	外科学教研室		2	61	29	石扬	"10-17,10-17"	"?10304,50506"	"教三楼410（黄家湖）,教三楼410（黄家湖）"	选修	专业方向课程1
1592	临床营养学	卫生学教研室		1	26	58	陈丹	"2-5,2-5"	"?30304,40102"	"教一楼三区502,教一楼三区502"	选修	专业任选课程
1593	五官科护理学	临床护理教研室		1.5	49	35	余桂林	"14-16,14-17,14-17"	"?40304,30506,10506"	"教一楼三区502,教一楼三区502,教一楼三区502"	必修	专业核心课程
1594	水质理化检验	天佑医院		4	57	77	"梅勇,赵琴,周婷"	"1-5,7-9,1-5,7-9,1-5,7-9,1-5,7-9,1-5,7-9,1-5,7-9"	"?10506,30304,10506,30304,10506,30304"	"教一楼一区102,教一楼一区102,教一楼一区102,教一楼一区102,教一楼一区102,教一楼一区102"	必修	专业核心课程
1595	生药学	药理学教研室		2.5	30	54	"张永忠,刘嵩"	"8-13,8-14,8-14,8-13,8-14,8-14"	"?40102,30506,10102,40102,30506,10102"	"教一楼三区501,教一楼三区501,教一楼三区501,教一楼三区501,教一楼三区501,教一楼三区501"	必修	专业核心课程
1596	生药学	药理学教研室		2.5	37	47	"刘嵩,张永忠"	"8-14,8-13,8-14,8-14,8-13,8-14"	"?30506,40102,10102,30506,40102,10102"	"教一楼三区501,教一楼三区501,教一楼三区501,教一楼三区501,教一楼三区501,教一楼三区501"	必修	专业核心课程
1597	操作系统	软件工程教研室		3.5	31	59	黄革新	"4-15,4-14"	"?10506,30102"	"教三楼109（黄家湖）,教三楼311（黄家湖）"	必修	专业核心课程
1598	操作系统	软件工程教研室		3.5	89	51	梁平	"4-15,4-14"	"?20304,40708"	"教三楼106（黄家湖）,教三楼105（黄家湖）"	必修	专业核心课程
1599	软件工程	软件工程教研室		3.5	30	60	刘茂福	"6-17,6-16"	"?20102,40102"	"教三楼111（黄家湖）,教三楼110（黄家湖）"	选修	专业方向课程1
1600	软件工程	软件工程教研室		3.5	88	2	王磊	"6-17,6-16"	"?20304,40506"	"管理楼107,教三楼111（黄家湖）"	选修	专业方向课程1
1601	计算机组成原理	计算机应用教研室		3.5	107	33	姜毅	"5-18,5-18"	"?40506,10506"	"教三楼106（黄家湖）,教三楼104（黄家湖）"	必修	专业核心课程
1602	单片机技术	计算机应用教研室		4	71	13	王朝辉	"4-16,4-17"	"?20506,40506"	"教一楼一区307,教一楼一区307"	选修	专业方向课程1
1603	汽车试验学	车辆工程系		2	29	61	陶军	"4-10,4-10"	"?20506,40506"	"教三楼407（黄家湖）,教三楼309（黄家湖）"	选修	专业方向课程1
